city,state,year,crime_type,reported_cases,solved_cases,unsolved_cases,Monetary Loss (INR),Victim Age,Victim Gender,Victim Profession,population,literacy_rate,internet_penetration,unemployment_rate
Karol Bagh,Delhi,2022,Phishing,190,10,180,2818182.33,28,Other,Business,11722965,61.99,81.33,6.52
Bengaluru,Karnataka,2022,Identity Theft,16,5,11,4425657.69,56,Female,Doctor,11558311,84.41,71.23,10.52
Mysuru,Karnataka,2022,Ransomware,44,30,14,1888963.58,38,Female,Engineer,17603716,92.46,69.05,10.85
Mangaluru,Karnataka,2022,Hacking,26,1,25,756804.18,70,Male,Freelancer,3000370,67.56,64.71,9.84
Hubli,Karnataka,2022,Cyberstalking,486,110,376,2953622.0,47,Other,Unemployed,9449540,94.31,70.66,4.9
Belgaum,Karnataka,2022,Cyberstalking,84,59,25,2131353.22,58,Other,Student,15175695,88.45,55.14,2.07
Chennai,Tamil Nadu,2023,Ransomware,158,73,85,3260385.83,23,Male,Unemployed,1311212,77.28,36.18,11.38
Coimbatore,Tamil Nadu,2023,Cyberstalking,378,120,258,4546380.41,20,Male,Government Employee,3973229,63.1,74.38,9.35
Madurai,Tamil Nadu,2022,Identity Theft,147,32,115,1037626.54,19,Male,Doctor,12704126,91.95,51.21,6.5
Tiruchirappalli,Tamil Nadu,2024,Online Harassment,212,102,110,3542331.67,34,Female,Government Employee,11528992,60.84,57.08,8.57
Salem,Tamil Nadu,2024,Online Harassment,128,65,63,683251.74,32,Other,Doctor,10750655,83.29,86.79,5.64
Lucknow,Uttar Pradesh,2022,Financial Fraud,194,78,116,3977467.5,31,Female,Government Employee,333415,84.03,55.39,11.57
Kanpur,Uttar Pradesh,2023,Data Breach,141,43,98,1737755.57,56,Male,Doctor,16864121,79.66,69.25,9.06
Ghaziabad,Uttar Pradesh,2023,Phishing,97,72,25,2425665.8,62,Other,Business,18869823,60.85,49.36,7.94
Varanasi,Uttar Pradesh,2024,Hacking,352,101,251,4645149.11,63,Female,Doctor,1254144,63.49,63.04,6.54
Agra,Uttar Pradesh,2022,Financial Fraud,36,28,8,4189310.2,27,Male,Doctor,17437646,91.33,55.36,10.71
Kolkata,West Bengal,2024,Identity Theft,134,93,41,4960221.15,57,Other,Engineer,18508187,89.12,64.74,7.5
Howrah,West Bengal,2023,Financial Fraud,346,226,120,833274.05,31,Other,Freelancer,18736871,78.76,68.16,7.57
Durgapur,West Bengal,2023,Identity Theft,71,44,27,553793.14,64,Other,Teacher,8518296,74.15,56.29,2.49
Asansol,West Bengal,2024,Phishing,143,138,5,3337028.46,48,Male,Doctor,16305548,87.0,37.7,6.93
Siliguri,West Bengal,2023,Ransomware,17,1,16,446439.37,22,Male,Government Employee,14650930,92.29,80.5,4.35
Ahmedabad,Gujarat,2024,Financial Fraud,387,33,354,180446.61,47,Female,Government Employee,11492838,75.97,66.44,10.81
Surat,Gujarat,2024,Data Breach,436,426,10,2612736.98,24,Female,Student,3540625,87.88,59.47,5.86
Vadodara,Gujarat,2023,Online Harassment,290,135,155,2184583.16,68,Female,Engineer,964498,63.99,49.2,11.19
Rajkot,Gujarat,2023,Financial Fraud,243,169,74,1054192.97,15,Female,Teacher,3354173,92.53,82.66,3.9
Bhavnagar,Gujarat,2023,Identity Theft,13,9,4,995516.27,55,Male,Freelancer,3570085,94.66,43.54,9.02
Jaipur,Rajasthan,2024,Hacking,72,61,11,2412449.12,25,Male,Freelancer,12873351,94.21,33.54,9.93
Jodhpur,Rajasthan,2023,Cyberstalking,174,144,30,1743768.87,31,Female,Business,15311408,81.42,58.39,7.34
Udaipur,Rajasthan,2024,Phishing,266,99,167,2499998.03,35,Other,Government Employee,14446451,63.74,73.28,7.98
Kota,Rajasthan,2024,Data Breach,445,254,191,3365927.05,16,Male,Business,18628167,92.42,75.23,2.46
Ajmer,Rajasthan,2022,Hacking,24,24,0,3426784.6,40,Female,Freelancer,11876600,94.57,58.58,2.68
Patna,Bihar,2024,Phishing,194,35,159,4080149.57,26,Male,Unemployed,11621653,70.87,41.78,5.25
Gaya,Bihar,2023,Hacking,294,28,266,639114.53,26,Female,Student,16498113,70.39,53.09,9.15
Muzaffarpur,Bihar,2022,Identity Theft,273,267,6,979524.93,46,Other,Business,15066656,80.97,89.39,9.12
Bhagalpur,Bihar,2023,Ransomware,500,165,335,2876943.38,20,Female,Business,8736284,72.34,81.4,4.26
Purnia,Bihar,2024,Data Breach,73,19,54,1351961.79,47,Other,Engineer,8617801,88.81,59.31,3.28
Bhopal,Madhya Pradesh,2024,Identity Theft,268,52,216,1831360.3,53,Female,Government Employee,10109560,71.58,70.76,3.51
Indore,Madhya Pradesh,2023,Data Breach,244,179,65,963218.51,31,Male,Freelancer,17081869,88.21,42.02,8.95
Jabalpur,Madhya Pradesh,2022,Online Harassment,71,67,4,4377365.99,16,Female,Student,433538,73.56,53.67,2.13
Gwalior,Madhya Pradesh,2024,Hacking,214,32,182,1376841.6,47,Male,Teacher,7283852,82.14,33.14,8.74
Ujjain,Madhya Pradesh,2022,Hacking,121,29,92,2626545.29,24,Other,Doctor,10683425,77.29,79.55,9.13
Mumbai,Maharashtra,2023,Hacking,90,8,82,2730473.26,37,Female,Engineer,12127539,75.84,43.93,3.23
Pune,Maharashtra,2023,Identity Theft,133,103,30,1172926.27,43,Other,Freelancer,19998705,61.5,53.56,10.13
Nagpur,Maharashtra,2024,Online Harassment,132,104,28,2701771.44,25,Other,Teacher,7014220,74.41,34.43,5.36
Nashik,Maharashtra,2022,Hacking,290,106,184,100774.84,59,Male,Student,12399992,73.26,45.09,5.22
Thane,Maharashtra,2024,Ransomware,290,248,42,4236941.57,48,Male,Unemployed,10697216,91.68,62.17,4.09
New Delhi,Delhi,2024,Data Breach,396,49,347,4991110.6,68,Other,Teacher,659512,86.1,37.78,10.49
Dwarka,Delhi,2023,Hacking,132,39,93,4705428.67,15,Other,Teacher,13822671,92.11,81.27,5.77
Rohini,Delhi,2022,Cyberstalking,267,240,27,2968584.76,45,Male,Engineer,2202610,90.07,65.61,10.25
Saket,Delhi,2022,Online Harassment,276,57,219,2061793.28,19,Male,Teacher,14446110,94.6,63.42,8.87
Karol Bagh,Delhi,2024,Identity Theft,254,201,53,3226068.29,21,Female,Freelancer,15902027,63.78,54.94,3.6
Bengaluru,Karnataka,2023,Data Breach,446,360,86,95986.7,57,Female,Freelancer,17682390,61.62,42.25,8.43
Mysuru,Karnataka,2023,Data Breach,298,289,9,3804527.93,42,Female,Doctor,19366965,60.72,34.09,6.57
Mangaluru,Karnataka,2023,Financial Fraud,438,81,357,2748405.7,28,Other,Engineer,14879507,72.07,78.18,6.86
Hubli,Karnataka,2023,Phishing,359,273,86,915802.3,59,Male,Business,16622350,83.03,71.26,4.21
Belgaum,Karnataka,2022,Cyberstalking,144,7,137,4249416.33,32,Other,Doctor,9388696,63.46,62.84,4.13
Chennai,Tamil Nadu,2022,Identity Theft,224,119,105,778135.16,45,Other,Engineer,19790462,60.65,46.24,6.84
Coimbatore,Tamil Nadu,2024,Online Harassment,389,71,318,2365133.8,26,Male,Government Employee,18091758,84.02,66.9,8.57
Madurai,Tamil Nadu,2023,Financial Fraud,247,215,32,1453118.09,49,Other,Freelancer,4496542,64.45,89.7,7.36
Tiruchirappalli,Tamil Nadu,2023,Hacking,135,104,31,4981824.73,30,Other,Business,2190530,86.91,39.79,5.58
Salem,Tamil Nadu,2024,Cyberstalking,340,31,309,4374455.46,69,Other,Student,2402087,94.71,72.93,6.01
Lucknow,Uttar Pradesh,2022,Identity Theft,45,29,16,1350512.87,43,Male,Teacher,9494582,67.32,71.05,5.93
Kanpur,Uttar Pradesh,2023,Online Harassment,234,159,75,2652496.07,65,Other,Business,14519215,91.81,77.93,2.08
Ghaziabad,Uttar Pradesh,2022,Identity Theft,19,8,11,1945162.13,64,Other,Student,3480991,71.23,38.06,9.95
Varanasi,Uttar Pradesh,2023,Identity Theft,29,19,10,4012044.46,17,Male,Student,15301922,88.89,51.7,8.94
Agra,Uttar Pradesh,2023,Ransomware,321,103,218,4154999.86,63,Other,Freelancer,7865691,91.05,37.94,10.23
Kolkata,West Bengal,2024,Financial Fraud,321,132,189,4940606.25,55,Female,Unemployed,12687728,68.25,88.12,4.19
Howrah,West Bengal,2022,Hacking,45,11,34,1261276.78,29,Male,Freelancer,3997960,81.24,86.04,6.45
Durgapur,West Bengal,2024,Hacking,340,31,309,2012584.24,54,Other,Unemployed,17995775,85.47,86.2,8.41
Asansol,West Bengal,2024,Hacking,420,345,75,377259.82,39,Other,Teacher,9008299,82.75,33.29,10.52
Siliguri,West Bengal,2023,Ransomware,259,84,175,1356593.17,43,Female,Doctor,1217213,92.77,69.02,10.78
Ahmedabad,Gujarat,2024,Online Harassment,101,81,20,2338304.58,63,Female,Engineer,6497001,75.37,50.57,11.97
Surat,Gujarat,2023,Ransomware,432,225,207,3744060.58,22,Female,Teacher,13903514,69.68,61.94,10.89
Vadodara,Gujarat,2023,Financial Fraud,246,80,166,4487823.07,53,Male,Unemployed,487776,62.08,39.33,3.08
Rajkot,Gujarat,2024,Cyberstalking,295,56,239,4334880.49,40,Male,Doctor,10982533,91.92,44.15,4.91
Bhavnagar,Gujarat,2022,Phishing,97,22,75,215068.81,29,Other,Doctor,2446409,74.39,67.93,7.74
Jaipur,Rajasthan,2022,Cyberstalking,480,270,210,4380271.75,54,Male,Unemployed,108655,85.95,65.82,8.25
Jodhpur,Rajasthan,2023,Cyberstalking,486,214,272,1261354.92,24,Other,Teacher,7493546,83.27,33.12,10.41
Udaipur,Rajasthan,2022,Data Breach,97,69,28,3491384.64,25,Male,Doctor,9030371,60.29,53.35,3.38
Kota,Rajasthan,2023,Financial Fraud,257,155,102,3724770.22,40,Male,Student,13505281,69.41,81.29,8.84
Ajmer,Rajasthan,2024,Cyberstalking,138,116,22,3469477.22,53,Male,Doctor,19911091,60.55,74.1,6.64
Patna,Bihar,2024,Phishing,433,404,29,4112449.84,35,Male,Doctor,600492,89.3,84.71,9.74
Gaya,Bihar,2023,Cyberstalking,244,141,103,867346.27,58,Other,Unemployed,5459616,90.28,83.76,4.14
Muzaffarpur,Bihar,2024,Data Breach,367,250,117,1483420.62,29,Female,Business,1806496,62.63,41.19,7.42
Bhagalpur,Bihar,2024,Phishing,477,475,2,4292822.07,49,Female,Freelancer,9864681,66.94,68.89,6.11
Purnia,Bihar,2023,Data Breach,70,18,52,4940412.94,48,Male,Doctor,15123998,81.3,53.42,11.4
Bhopal,Madhya Pradesh,2023,Identity Theft,241,60,181,1354511.89,50,Other,Government Employee,9192272,64.13,80.37,3.36
Indore,Madhya Pradesh,2023,Ransomware,489,468,21,406459.16,26,Female,Doctor,7543929,61.12,69.68,10.53
Jabalpur,Madhya Pradesh,2024,Financial Fraud,315,236,79,1126138.62,62,Male,Business,10087594,71.66,76.34,4.52
Gwalior,Madhya Pradesh,2022,Online Harassment,84,83,1,4959442.47,37,Male,Freelancer,16551102,67.06,68.9,7.11
Ujjain,Madhya Pradesh,2022,Hacking,403,193,210,3634566.12,30,Male,Unemployed,12927022,68.0,77.46,10.13
Mumbai,Maharashtra,2023,Online Harassment,377,21,356,169782.51,25,Male,Student,5373097,90.72,82.18,9.7
Pune,Maharashtra,2024,Ransomware,309,184,125,557743.84,45,Other,Student,10582803,77.12,72.69,6.83
Nagpur,Maharashtra,2024,Phishing,404,348,56,4947919.39,48,Male,Student,1872379,60.3,32.26,7.88
Nashik,Maharashtra,2022,Financial Fraud,41,35,6,292409.35,51,Male,Doctor,3820099,87.05,85.25,3.97
Thane,Maharashtra,2024,Hacking,271,53,218,1704533.28,33,Male,Unemployed,16952801,80.32,39.63,5.67
New Delhi,Delhi,2022,Financial Fraud,456,413,43,4530662.96,26,Other,Business,4730951,80.81,85.34,10.97
Dwarka,Delhi,2023,Data Breach,271,246,25,294472.2,45,Other,Engineer,10697584,83.2,39.54,11.45
Rohini,Delhi,2024,Phishing,194,140,54,3326704.99,23,Other,Teacher,15804160,62.19,52.49,7.3
Saket,Delhi,2023,Identity Theft,169,65,104,3962431.11,40,Male,Doctor,8961691,89.54,89.86,11.23
Karol Bagh,Delhi,2023,Ransomware,39,19,20,2452445.58,53,Female,Business,5210370,66.43,31.42,8.15
Bengaluru,Karnataka,2022,Financial Fraud,391,149,242,1157885.8,21,Male,Engineer,14608906,82.43,66.21,9.27
Mysuru,Karnataka,2024,Ransomware,245,166,79,272663.02,61,Male,Student,5437073,69.56,86.93,11.06
Mangaluru,Karnataka,2024,Data Breach,483,178,305,204972.94,60,Male,Government Employee,8997873,89.42,42.29,9.75
Hubli,Karnataka,2023,Online Harassment,48,22,26,648804.54,50,Male,Teacher,8449398,93.37,71.11,8.39
Belgaum,Karnataka,2022,Identity Theft,52,42,10,1432785.97,61,Male,Student,10982529,67.83,64.8,8.53
Chennai,Tamil Nadu,2024,Financial Fraud,377,176,201,3310028.48,36,Female,Doctor,18578247,85.06,53.21,5.02
Coimbatore,Tamil Nadu,2022,Financial Fraud,226,32,194,3634005.55,26,Female,Engineer,6719958,89.93,38.55,4.34
Madurai,Tamil Nadu,2023,Financial Fraud,304,43,261,2342546.93,57,Other,Teacher,19308582,71.19,43.74,7.93
Tiruchirappalli,Tamil Nadu,2023,Online Harassment,381,376,5,189888.6,61,Female,Business,12997406,68.27,38.41,7.54
Salem,Tamil Nadu,2023,Phishing,15,12,3,3889978.44,69,Other,Doctor,14454135,79.38,55.3,10.39
Lucknow,Uttar Pradesh,2024,Online Harassment,162,120,42,2122818.71,17,Other,Unemployed,16587885,81.04,80.28,11.71
Kanpur,Uttar Pradesh,2024,Ransomware,360,80,280,2627059.3,46,Female,Teacher,7820483,66.93,72.85,8.43
Ghaziabad,Uttar Pradesh,2024,Identity Theft,429,401,28,3880020.13,35,Other,Student,10345832,79.97,53.91,3.62
Varanasi,Uttar Pradesh,2022,Identity Theft,380,164,216,4414106.3,16,Male,Engineer,11034211,67.73,74.8,10.03
Agra,Uttar Pradesh,2022,Data Breach,47,13,34,1812570.3,23,Male,Business,17039378,71.69,59.02,5.39
Kolkata,West Bengal,2023,Online Harassment,130,16,114,3051919.19,26,Other,Freelancer,4375256,62.75,65.26,6.48
Howrah,West Bengal,2024,Data Breach,63,38,25,1848758.97,26,Female,Government Employee,10170122,66.52,85.21,8.58
Durgapur,West Bengal,2024,Ransomware,11,1,10,2871840.29,61,Female,Freelancer,3500198,64.23,30.03,3.15
Asansol,West Bengal,2022,Hacking,162,86,76,4537100.12,37,Female,Freelancer,4000548,82.57,80.92,9.38
Siliguri,West Bengal,2023,Phishing,484,271,213,1837907.65,22,Male,Student,18096334,92.17,81.75,3.95
Ahmedabad,Gujarat,2023,Financial Fraud,187,75,112,2418234.27,18,Female,Unemployed,18074836,76.28,88.6,4.48
Surat,Gujarat,2023,Financial Fraud,115,96,19,599177.91,63,Other,Business,4535324,91.8,86.64,6.56
Vadodara,Gujarat,2022,Phishing,111,53,58,4103948.66,42,Male,Freelancer,7089448,65.32,72.17,6.72
Rajkot,Gujarat,2024,Financial Fraud,399,179,220,2941190.38,60,Other,Government Employee,14434200,93.93,74.37,5.94
Bhavnagar,Gujarat,2024,Identity Theft,497,165,332,3265751.16,60,Other,Engineer,11135227,66.22,83.02,3.8
Jaipur,Rajasthan,2024,Identity Theft,350,30,320,3058614.68,21,Female,Engineer,11347501,66.9,67.55,10.83
Jodhpur,Rajasthan,2023,Online Harassment,152,56,96,3830532.05,39,Male,Teacher,551605,94.5,80.34,2.06
Udaipur,Rajasthan,2023,Identity Theft,407,332,75,893964.98,17,Other,Doctor,6853608,70.94,81.89,8.19
Kota,Rajasthan,2024,Data Breach,44,5,39,1482909.28,40,Male,Freelancer,16675453,74.27,45.33,10.27
Ajmer,Rajasthan,2023,Financial Fraud,346,76,270,606169.79,53,Male,Unemployed,1768160,73.37,82.24,8.26
Patna,Bihar,2023,Online Harassment,74,52,22,3682209.47,27,Male,Student,287046,86.42,83.48,8.62
Gaya,Bihar,2022,Cyberstalking,329,58,271,1705487.49,23,Female,Business,5165114,77.74,76.5,8.98
Muzaffarpur,Bihar,2022,Financial Fraud,82,14,68,214028.79,52,Female,Student,2926841,66.53,45.66,4.81
Bhagalpur,Bihar,2022,Data Breach,213,1,212,3510515.62,35,Female,Unemployed,7944815,94.46,40.75,3.69
Purnia,Bihar,2022,Hacking,62,10,52,1285353.04,26,Male,Government Employee,11135273,90.96,30.11,3.95
Bhopal,Madhya Pradesh,2022,Ransomware,376,261,115,3220429.12,49,Female,Engineer,9431999,79.26,42.9,5.92
Indore,Madhya Pradesh,2023,Identity Theft,450,411,39,2012776.77,51,Male,Student,958808,85.35,66.5,4.48
Jabalpur,Madhya Pradesh,2024,Hacking,173,164,9,1690010.87,66,Female,Freelancer,2743127,68.2,40.92,3.31
Gwalior,Madhya Pradesh,2022,Online Harassment,442,138,304,1214951.54,16,Other,Business,15978330,63.15,40.32,3.33
Ujjain,Madhya Pradesh,2022,Identity Theft,51,47,4,4108507.32,53,Female,Business,3334265,70.18,82.36,9.57
Mumbai,Maharashtra,2022,Financial Fraud,50,9,41,2663767.58,24,Female,Freelancer,3068010,93.73,53.69,3.73
Pune,Maharashtra,2022,Cyberstalking,335,206,129,3734586.56,41,Male,Government Employee,3050760,89.36,58.07,3.43
Nagpur,Maharashtra,2023,Phishing,191,92,99,1819329.47,15,Other,Business,17411090,67.22,30.9,10.56
Nashik,Maharashtra,2023,Ransomware,314,136,178,1115900.86,43,Female,Doctor,1635206,81.2,87.04,9.74
Thane,Maharashtra,2024,Ransomware,267,38,229,4969843.48,44,Other,Student,2325311,82.47,38.82,10.81
New Delhi,Delhi,2024,Identity Theft,55,38,17,302162.62,67,Female,Doctor,10260403,70.58,31.56,3.73
Dwarka,Delhi,2022,Data Breach,29,13,16,3692114.48,46,Male,Doctor,18834793,77.45,73.11,4.19
Rohini,Delhi,2024,Online Harassment,269,10,259,3269476.22,64,Other,Student,2537937,66.87,56.24,2.56
Saket,Delhi,2023,Online Harassment,263,132,131,3591734.64,70,Male,Engineer,9325434,66.17,45.75,8.93
Karol Bagh,Delhi,2024,Cyberstalking,242,25,217,2821003.79,52,Other,Student,9924583,71.18,77.13,7.84
Bengaluru,Karnataka,2022,Ransomware,90,45,45,4306310.8,59,Female,Unemployed,673476,76.84,39.37,6.7
Mysuru,Karnataka,2023,Identity Theft,329,28,301,1790791.42,17,Female,Business,7507599,86.94,35.19,10.89
Mangaluru,Karnataka,2023,Online Harassment,442,28,414,1995957.65,65,Other,Government Employee,1734515,76.79,30.09,2.42
Hubli,Karnataka,2023,Online Harassment,41,29,12,4403724.06,30,Other,Unemployed,7346270,71.43,36.89,2.25
Belgaum,Karnataka,2024,Phishing,471,431,40,2923281.16,57,Male,Engineer,17524593,74.61,60.81,4.4
Chennai,Tamil Nadu,2024,Identity Theft,304,33,271,4341678.22,59,Female,Teacher,13223334,73.17,73.22,5.89
Coimbatore,Tamil Nadu,2024,Financial Fraud,356,280,76,2894541.61,17,Other,Engineer,16851455,84.49,83.3,4.34
Madurai,Tamil Nadu,2022,Financial Fraud,275,181,94,663635.44,56,Male,Unemployed,6923481,69.72,80.46,5.92
Tiruchirappalli,Tamil Nadu,2023,Financial Fraud,242,193,49,3685146.86,35,Female,Government Employee,663327,76.96,73.73,5.63
Salem,Tamil Nadu,2024,Ransomware,267,218,49,2765672.8,33,Female,Unemployed,19262433,61.87,72.84,2.87
Lucknow,Uttar Pradesh,2024,Data Breach,296,272,24,1846280.73,43,Other,Unemployed,2451874,80.25,81.38,2.9
Kanpur,Uttar Pradesh,2024,Cyberstalking,42,7,35,4863371.66,18,Other,Government Employee,19542460,89.52,53.35,7.9
Ghaziabad,Uttar Pradesh,2022,Online Harassment,496,343,153,2397101.43,67,Female,Teacher,17160226,80.33,53.48,4.67
Varanasi,Uttar Pradesh,2022,Data Breach,351,126,225,3670911.15,23,Other,Government Employee,9401264,82.1,67.92,2.29
Agra,Uttar Pradesh,2024,Online Harassment,179,59,120,187176.08,23,Male,Business,8133126,88.7,71.31,6.18
Kolkata,West Bengal,2023,Identity Theft,68,32,36,171026.61,40,Other,Business,1560318,64.88,62.46,2.9
Howrah,West Bengal,2024,Hacking,475,425,50,4140076.2,55,Male,Teacher,6310926,73.29,37.34,2.23
Durgapur,West Bengal,2024,Identity Theft,270,136,134,2404756.34,51,Male,Government Employee,12496569,63.52,69.88,3.05
Asansol,West Bengal,2024,Data Breach,218,178,40,751187.09,60,Male,Engineer,15559913,64.95,53.89,11.38
Siliguri,West Bengal,2023,Ransomware,55,8,47,1417250.88,18,Female,Business,2597803,71.65,62.55,3.36
Ahmedabad,Gujarat,2024,Phishing,418,241,177,814543.23,58,Other,Business,19228172,84.2,46.69,9.93
Surat,Gujarat,2022,Financial Fraud,375,264,111,3109811.27,48,Other,Doctor,12969524,74.84,83.51,9.67
Vadodara,Gujarat,2024,Data Breach,396,386,10,3541160.92,56,Female,Unemployed,8502134,61.97,69.28,5.68
Rajkot,Gujarat,2024,Phishing,25,25,0,866214.49,62,Male,Government Employee,16517742,60.87,47.91,10.94
Bhavnagar,Gujarat,2022,Identity Theft,392,191,201,1099831.83,22,Female,Freelancer,2035923,76.81,83.29,7.22
Jaipur,Rajasthan,2023,Hacking,314,311,3,1252643.95,41,Other,Engineer,12069287,66.55,65.16,7.29
Jodhpur,Rajasthan,2023,Data Breach,489,145,344,2485374.93,44,Female,Engineer,11687889,89.84,75.32,6.29
Udaipur,Rajasthan,2022,Data Breach,164,76,88,4669896.01,22,Other,Student,2997432,66.19,31.69,3.78
Kota,Rajasthan,2022,Online Harassment,112,106,6,2897644.25,24,Male,Unemployed,8727662,77.54,34.1,5.6
Ajmer,Rajasthan,2023,Cyberstalking,39,22,17,1955131.89,23,Male,Unemployed,2688956,81.16,74.93,8.3
Patna,Bihar,2022,Hacking,200,9,191,3287356.42,51,Female,Unemployed,192492,77.95,83.57,10.9
Gaya,Bihar,2024,Phishing,229,144,85,4002666.19,30,Male,Doctor,17060743,76.91,71.23,8.38
Muzaffarpur,Bihar,2024,Financial Fraud,360,226,134,796866.6,36,Male,Engineer,11986603,91.24,35.75,6.33
Bhagalpur,Bihar,2024,Cyberstalking,268,255,13,535348.04,60,Male,Student,6072507,67.36,77.24,9.82
Purnia,Bihar,2023,Phishing,147,56,91,381186.98,33,Female,Government Employee,2170442,74.27,61.8,11.56
Bhopal,Madhya Pradesh,2024,Data Breach,101,64,37,3070601.8,54,Female,Engineer,1410205,72.96,49.3,8.91
Indore,Madhya Pradesh,2024,Financial Fraud,69,9,60,3794352.97,15,Other,Engineer,13790133,75.28,71.09,2.09
Jabalpur,Madhya Pradesh,2024,Financial Fraud,376,60,316,818842.74,22,Female,Unemployed,3356350,69.32,63.11,4.96
Gwalior,Madhya Pradesh,2022,Financial Fraud,411,46,365,1728162.67,55,Female,Student,6821810,66.89,50.41,11.5
Ujjain,Madhya Pradesh,2024,Phishing,41,29,12,244013.42,35,Male,Student,14426195,90.65,73.82,6.47
Mumbai,Maharashtra,2022,Ransomware,309,264,45,2081091.32,27,Male,Engineer,14964546,77.31,40.59,2.53
Pune,Maharashtra,2024,Online Harassment,385,318,67,771329.99,60,Female,Business,12487701,68.6,65.99,9.55
Nagpur,Maharashtra,2023,Ransomware,291,84,207,2010854.65,59,Male,Freelancer,4896139,79.62,76.3,5.07
Nashik,Maharashtra,2023,Identity Theft,294,274,20,3380351.6,28,Male,Teacher,7585659,71.95,31.64,4.15
Thane,Maharashtra,2023,Ransomware,30,1,29,939453.82,48,Female,Government Employee,2076390,67.3,82.35,4.8
New Delhi,Delhi,2023,Financial Fraud,13,6,7,2604834.08,68,Other,Unemployed,6540651,87.21,86.45,4.48
Dwarka,Delhi,2023,Cyberstalking,137,20,117,337971.69,58,Male,Student,9759236,92.39,80.12,7.77
Rohini,Delhi,2023,Financial Fraud,137,7,130,589798.97,15,Female,Teacher,805599,89.33,34.67,4.0
Saket,Delhi,2023,Financial Fraud,52,1,51,3826482.08,16,Male,Unemployed,5660958,93.29,78.15,5.3
Karol Bagh,Delhi,2023,Hacking,409,88,321,2195888.1,69,Other,Government Employee,17885246,84.9,76.76,11.04
Bengaluru,Karnataka,2022,Cyberstalking,264,97,167,4517270.22,50,Female,Doctor,9783883,66.82,61.53,3.53
Mysuru,Karnataka,2024,Phishing,449,404,45,2572197.08,43,Female,Doctor,7135553,73.47,44.23,2.82
Mangaluru,Karnataka,2024,Financial Fraud,410,127,283,4999170.48,36,Male,Doctor,10467444,78.67,69.76,11.44
Hubli,Karnataka,2023,Identity Theft,410,387,23,924507.66,40,Other,Unemployed,1781193,78.39,32.42,8.96
Belgaum,Karnataka,2022,Identity Theft,446,429,17,4734583.14,65,Male,Doctor,1503357,87.81,48.31,4.39
Chennai,Tamil Nadu,2024,Cyberstalking,289,91,198,3094754.5,26,Female,Engineer,13455031,92.47,43.92,8.28
Coimbatore,Tamil Nadu,2024,Identity Theft,483,413,70,3232912.97,18,Male,Freelancer,17579396,69.28,75.63,2.76
Madurai,Tamil Nadu,2023,Phishing,456,84,372,3164625.84,70,Other,Engineer,5715570,65.07,36.38,3.37
Tiruchirappalli,Tamil Nadu,2024,Online Harassment,412,408,4,2480972.68,24,Male,Unemployed,10500115,78.02,83.27,7.06
